T,Model,Average ⬆️,ARC,HellaSwag,MMLU,TruthfulQA,Type,Precision,Hub License,#Params (B),Hub ❤️,Available on the hub,Model sha,model_name_for_query
🔶,"<a target=""_blank"" href=""https://huggingface.co/OptimalScale/robin-13b-v2-delta"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">OptimalScale/robin-13b-v2-delta</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_OptimalScale__robin-13b-v2-delta"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.96,56.57,80.35,48.39,50.54,fine-tuned,torch.bfloat16,?,12.85,7,True,54c56605e22c731fc1d51273f7e18fc019b20436,OptimalScale/robin-13b-v2-delta
⭕,"<a target=""_blank"" href=""https://huggingface.co/teknium/Mistral-Trismegistus-7B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">teknium/Mistral-Trismegistus-7B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_teknium__Mistral-Trismegistus-7B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.96,54.1,77.91,54.49,49.36,instruction-tuned,torch.bfloat16,apache-2.0,7.0,53,False,0a5752d096ebab21759dbe203f6b7c7f6092faf2,teknium/Mistral-Trismegistus-7B
🔶,"<a target=""_blank"" href=""https://huggingface.co/CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r8-q_k_v_o"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r8-q_k_v_o</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_CHIH-HUNG__llama-2-13b-FINETUNE4_3.8w-r8-q_k_v_o"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.96,57.68,81.91,54.95,41.31,fine-tuned,torch.float16,?,12.85,0,True,f76f93dad8408523e69c59abbb96ce6b1b9b9f69,CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r8-q_k_v_o
🔶,"<a target=""_blank"" href=""https://huggingface.co/NousResearch/Capybara-7B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">NousResearch/Capybara-7B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_NousResearch__Capybara-7B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.96,55.2,80.76,48.8,51.07,fine-tuned,torch.bfloat16,['mit'],6.61,15,True,42dfc6f7d735670e2f3e30b0919708a81f9a0df9,NousResearch/Capybara-7B
⭕,"<a target=""_blank"" href=""https://huggingface.co/pe-nlp/llama-2-13b-vicuna-wizard"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">pe-nlp/llama-2-13b-vicuna-wizard</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_pe-nlp__llama-2-13b-vicuna-wizard"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.93,57.76,82.16,54.68,41.11,instruction-tuned,torch.float16,?,12.85,0,True,b51bf8c4e132308751cc8b9d9c1131539f79f07f,pe-nlp/llama-2-13b-vicuna-wizard
🔶,"<a target=""_blank"" href=""https://huggingface.co/internlm/internlm-20b-chat"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">internlm/internlm-20b-chat</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_internlm__internlm-20b-chat"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.93,55.38,78.58,58.53,43.22,fine-tuned,torch.float16,apache-2.0,20.0,108,False,79946225fa7a215e0ebcf4440a9cce88e475deaa,internlm/internlm-20b-chat
🔶,"<a target=""_blank"" href=""https://huggingface.co/CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r16-gate_up_down"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r16-gate_up_down</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_CHIH-HUNG__llama-2-13b-FINETUNE3_3.3w-r16-gate_up_down"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.91,58.7,81.89,56.08,38.95,fine-tuned,torch.float16,?,12.85,0,True,4c3a4cb54c0487666bd58589b50f90c22de80969,CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r16-gate_up_down
?,"<a target=""_blank"" href=""https://huggingface.co/chargoddard/llama2-22b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">chargoddard/llama2-22b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_chargoddard__llama2-22b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.9,58.53,82.55,54.68,39.84,,torch.float16,?,21.62,35,True,2bece0787009b4b584f49d0e0d1b49ecf4a52da9,chargoddard/llama2-22b
🔶,"<a target=""_blank"" href=""https://huggingface.co/gywy/llama2-13b-chinese-v1"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">gywy/llama2-13b-chinese-v1</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_gywy__llama2-13b-chinese-v1"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.86,59.81,75.72,54.18,45.72,fine-tuned,torch.bfloat16,?,13.0,2,False,c65de036628bb9024a74a85df3cd80aa6ccaf15c,gywy/llama2-13b-chinese-v1
🔶,"<a target=""_blank"" href=""https://huggingface.co/CHIH-HUNG/llama-2-13b-FINETUNE1_17w-r16"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">CHIH-HUNG/llama-2-13b-FINETUNE1_17w-r16</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_CHIH-HUNG__llama-2-13b-FINETUNE1_17w-r16"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.86,57.25,82.27,56.16,39.75,fine-tuned,torch.float16,llama2,12.85,0,True,5da5c92f3cf85a62c1be90a0bb2ae8dffce64a7d,CHIH-HUNG/llama-2-13b-FINETUNE1_17w-r16
🔶,"<a target=""_blank"" href=""https://huggingface.co/OpenBuddy/openbuddy-mistral-7b-v13.1"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">OpenBuddy/openbuddy-mistral-7b-v13.1</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_OpenBuddy__openbuddy-mistral-7b-v13.1"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.85,52.56,75.73,56.68,50.44,fine-tuned,torch.bfloat16,apache-2.0,7.0,0,False,b64386bde3d7850a01df763f5c777c74888d34fc,OpenBuddy/openbuddy-mistral-7b-v13.1
?,"<a target=""_blank"" href=""https://huggingface.co/frank098/Wizard-Vicuna-13B-juniper"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">frank098/Wizard-Vicuna-13B-juniper</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_frank098__Wizard-Vicuna-13B-juniper"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.83,55.89,79.75,44.99,54.72,,torch.float16,?,12.85,0,True,24f58beb9ed4cf635fc962853ed71d0f4b1909ba,frank098/Wizard-Vicuna-13B-juniper
🔶,"<a target=""_blank"" href=""https://huggingface.co/IGeniusDev/llama13B-quant8-testv1-openorca-customdataset"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">IGeniusDev/llama13B-quant8-testv1-openorca-customdataset</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_IGeniusDev__llama13B-quant8-testv1-openorca-customdataset"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.81,60.49,82.97,54.44,37.34,fine-tuned,torch.float16,llama2,13.02,0,True,f364d000bedac80e72aa103c08b77aee1b61b7da,IGeniusDev/llama13B-quant8-testv1-openorca-customdataset
🔶,"<a target=""_blank"" href=""https://huggingface.co/CHIH-HUNG/llama-2-13b-huangyt_Fintune_1_17w-gate_up_down_proj"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">CHIH-HUNG/llama-2-13b-huangyt_Fintune_1_17w-gate_up_down_proj</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_CHIH-HUNG__llama-2-13b-huangyt_Fintune_1_17w-gate_up_down_proj"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.81,57.17,82.26,55.89,39.93,fine-tuned,torch.float16,llama2,12.85,0,True,c1a5ad1b5e490ed860eeb1b449a02e14da10717f,CHIH-HUNG/llama-2-13b-huangyt_Fintune_1_17w-gate_up_down_proj
⭕,"<a target=""_blank"" href=""https://huggingface.co/lgaalves/llama-2-13b-chat-platypus"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">lgaalves/llama-2-13b-chat-platypus</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_lgaalves__llama-2-13b-chat-platypus"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.8,53.84,80.67,54.44,46.23,instruction-tuned,torch.float16,llama2,13.02,0,True,828aa1020fc7d394fe8ee2c596e3211df7656eac,lgaalves/llama-2-13b-chat-platypus
🔶,"<a target=""_blank"" href=""https://huggingface.co/eachadea/vicuna-13b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">eachadea/vicuna-13b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_eachadea__vicuna-13b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.79,51.71,79.94,50.84,52.68,fine-tuned,torch.float16,?,12.85,95,True,ac4218770a58baaaaf25201076fe082abb6ffd13,eachadea/vicuna-13b
⭕,"<a target=""_blank"" href=""https://huggingface.co/yihan6324/llama2-7b-instructmining-orca-90k"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">yihan6324/llama2-7b-instructmining-orca-90k</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_yihan6324__llama2-7b-instructmining-orca-90k"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.79,54.44,80.45,50.89,49.36,instruction-tuned,torch.bfloat16,?,7.0,0,False,ea5a9f32aa59c6ff0578ebeb93cc9b8db0350212,yihan6324/llama2-7b-instructmining-orca-90k
?,"<a target=""_blank"" href=""https://huggingface.co/chargoddard/llama2-22b-blocktriangular"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">chargoddard/llama2-22b-blocktriangular</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_chargoddard__llama2-22b-blocktriangular"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.77,58.53,82.59,54.64,39.3,,torch.float16,?,21.62,3,True,40a51343ae776b5cb39f2b4343ae8f9b676ffd58,chargoddard/llama2-22b-blocktriangular
⭕,"<a target=""_blank"" href=""https://huggingface.co/KnutJaegersberg/deacon-13b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">KnutJaegersberg/deacon-13b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_KnutJaegersberg__deacon-13b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.77,57.85,82.63,55.25,39.33,instruction-tuned,torch.float16,cc-by-nc-4.0,13.02,1,True,6c3a002f6c9e8a481a7375d91856d603bf6dd040,KnutJaegersberg/deacon-13b
?,"<a target=""_blank"" href=""https://huggingface.co/luffycodes/mcq-vicuna-13b-v1.5"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">luffycodes/mcq-vicuna-13b-v1.5</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_luffycodes__mcq-vicuna-13b-v1.5"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.76,56.66,81.09,53.3,43.99,,torch.bfloat16,?,12.85,0,True,f769a92cfeffe8ee07beee8814ce7eca7cd62805,luffycodes/mcq-vicuna-13b-v1.5
?,"<a target=""_blank"" href=""https://huggingface.co/Yhyu13/chimera-inst-chat-13b-hf"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Yhyu13/chimera-inst-chat-13b-hf</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Yhyu13__chimera-inst-chat-13b-hf"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.76,55.38,78.93,50.6,50.12,,torch.float16,apache-2.0,12.85,1,True,a6943d2d30d0af904b3321559157d589e60f9e0f,Yhyu13/chimera-inst-chat-13b-hf
🔶,"<a target=""_blank"" href=""https://huggingface.co/CHIH-HUNG/llama-2-13b-FINETUNE1_17w-r4"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">CHIH-HUNG/llama-2-13b-FINETUNE1_17w-r4</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_CHIH-HUNG__llama-2-13b-FINETUNE1_17w-r4"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.71,56.74,82.27,56.18,39.65,fine-tuned,torch.float16,llama2,12.85,0,True,7e0046627fabb0f23ace4b71f279d459ec4a0ff1,CHIH-HUNG/llama-2-13b-FINETUNE1_17w-r4
🔶,"<a target=""_blank"" href=""https://huggingface.co/luffycodes/mcq-vicuna-13b-v1.5"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">luffycodes/mcq-vicuna-13b-v1.5</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_luffycodes__mcq-vicuna-13b-v1.5"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.71,56.23,81.15,53.38,44.08,fine-tuned,torch.float16,?,12.85,0,True,f769a92cfeffe8ee07beee8814ce7eca7cd62805,luffycodes/mcq-vicuna-13b-v1.5
⭕,"<a target=""_blank"" href=""https://huggingface.co/chargoddard/ypotryll-22b-epoch2-qlora"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">chargoddard/ypotryll-22b-epoch2-qlora</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_chargoddard__ypotryll-22b-epoch2-qlora"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.7,59.22,80.66,54.52,40.42,instruction-tuned,4bit,?,22.0,0,False,26fdd8fa420d72ed835c7d17086f0441db0985d4,chargoddard/ypotryll-22b-epoch2-qlora
⭕,"<a target=""_blank"" href=""https://huggingface.co/BramVanroy/Llama-2-13b-chat-dutch"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">BramVanroy/Llama-2-13b-chat-dutch</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_BramVanroy__Llama-2-13b-chat-dutch"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.7,59.3,81.45,55.82,38.23,instruction-tuned,torch.bfloat16,cc-by-nc-sa-4.0,13.02,8,True,428508a0cf288c0f5b7891c9b2f758ddf4d62c26,BramVanroy/Llama-2-13b-chat-dutch
🔶,"<a target=""_blank"" href=""https://huggingface.co/totally-not-an-llm/EverythingLM-13b-16k"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">totally-not-an-llm/EverythingLM-13b-16k</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_totally-not-an-llm__EverythingLM-13b-16k"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.7,56.57,80.58,50.18,47.46,fine-tuned,torch.float16,llama2,12.85,28,True,8456a856a8b115b05e76a7d0d945853b10ac71e2,totally-not-an-llm/EverythingLM-13b-16k
🔶,"<a target=""_blank"" href=""https://huggingface.co/luffycodes/mcq-hal-vicuna-13b-v1.5"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">luffycodes/mcq-hal-vicuna-13b-v1.5</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_luffycodes__mcq-hal-vicuna-13b-v1.5"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.7,56.06,80.7,52.9,45.13,fine-tuned,torch.float16,?,12.85,0,True,bb3029bce8347b09c2fd6908475b195bcabe53e3,luffycodes/mcq-hal-vicuna-13b-v1.5
🔶,"<a target=""_blank"" href=""https://huggingface.co/openaccess-ai-collective/minotaur-13b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">openaccess-ai-collective/minotaur-13b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_openaccess-ai-collective__minotaur-13b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.69,56.4,79.13,49.61,49.62,fine-tuned,torch.float16,apache-2.0,12.85,9,True,b5ae4519d4c8f4559a0aa80b6efe2008413ece01,openaccess-ai-collective/minotaur-13b
?,"<a target=""_blank"" href=""https://huggingface.co/IGeniusDev/llama13B-quant8-testv1-openorca-customdataset"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">IGeniusDev/llama13B-quant8-testv1-openorca-customdataset</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_IGeniusDev__llama13B-quant8-testv1-openorca-customdataset"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.69,60.15,82.99,54.33,37.27,,torch.bfloat16,llama2,13.02,0,True,f364d000bedac80e72aa103c08b77aee1b61b7da,IGeniusDev/llama13B-quant8-testv1-openorca-customdataset
?,"<a target=""_blank"" href=""https://huggingface.co/chargoddard/llama2-22b-blocktriangular"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">chargoddard/llama2-22b-blocktriangular</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_chargoddard__llama2-22b-blocktriangular"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.68,58.28,82.69,54.53,39.23,,torch.bfloat16,?,21.62,3,True,7adbaa5b8e122bb93bf510d8655ec4132d7b4a8a,chargoddard/llama2-22b-blocktriangular
⭕,"<a target=""_blank"" href=""https://huggingface.co/TFLai/Platypus2-13B-QLoRA-0.80-epoch"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">TFLai/Platypus2-13B-QLoRA-0.80-epoch</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_TFLai__Platypus2-13B-QLoRA-0.80-epoch"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.68,57.76,81.63,55.63,39.7,instruction-tuned,4bit,?,13.0,0,False,114eb8efd2de1c9eae85d92de490b95c854dfae9,TFLai/Platypus2-13B-QLoRA-0.80-epoch
🟢,"<a target=""_blank"" href=""https://huggingface.co/meta-llama/Llama-2-13b-hf"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">meta-llama/Llama-2-13b-hf</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_meta-llama__Llama-2-13b-hf"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.66,59.39,82.13,55.77,37.38,pretrained,torch.float16,?,13.02,342,False,7da18fb10421c3ae2a1eb92815bad75e84816e35,meta-llama/Llama-2-13b-hf
🔶,"<a target=""_blank"" href=""https://huggingface.co/CHIH-HUNG/llama-2-13b-huangyt_FINETUNE2_3w-gate_up_down_proj"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">CHIH-HUNG/llama-2-13b-huangyt_FINETUNE2_3w-gate_up_down_proj</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_CHIH-HUNG__llama-2-13b-huangyt_FINETUNE2_3w-gate_up_down_proj"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.65,57.42,82.42,55.57,39.19,fine-tuned,torch.float16,llama2,12.85,0,True,469c6674ad2190b639d6f5ce6bfecc1463825dfb,CHIH-HUNG/llama-2-13b-huangyt_FINETUNE2_3w-gate_up_down_proj
🔶,"<a target=""_blank"" href=""https://huggingface.co/luffycodes/mcq-hal-vicuna-13b-v1.5"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">luffycodes/mcq-hal-vicuna-13b-v1.5</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_luffycodes__mcq-hal-vicuna-13b-v1.5"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.64,55.97,80.72,52.85,45.03,fine-tuned,torch.bfloat16,?,12.85,0,True,bb3029bce8347b09c2fd6908475b195bcabe53e3,luffycodes/mcq-hal-vicuna-13b-v1.5
🔶,"<a target=""_blank"" href=""https://huggingface.co/OpenBuddy/openbuddy-mistral-7b-v13"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">OpenBuddy/openbuddy-mistral-7b-v13</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_OpenBuddy__openbuddy-mistral-7b-v13"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.64,52.3,75.09,56.34,50.81,fine-tuned,torch.bfloat16,apache-2.0,7.0,1,False,e6c4cc00e1bb2aa2082c2b8fd93c949aa36ce300,OpenBuddy/openbuddy-mistral-7b-v13
🔶,"<a target=""_blank"" href=""https://huggingface.co/JosephusCheung/Pwen-7B-Chat-20_30"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">JosephusCheung/Pwen-7B-Chat-20_30</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_JosephusCheung__Pwen-7B-Chat-20_30"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.63,51.45,73.99,62.08,47.01,fine-tuned,torch.bfloat16,cc-by-nc-nd-4.0,7.0,34,False,e6c38a7d2f4ba7b867fff421c08c02ba1908224e,JosephusCheung/Pwen-7B-Chat-20_30
🔶,"<a target=""_blank"" href=""https://huggingface.co/AA051610/T2A"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">AA051610/T2A</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_AA051610__T2A"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.63,51.45,73.99,62.08,47.01,fine-tuned,torch.bfloat16,?,0.0,0,False,c30e3b053299c7ecf250af143a816ef8a9a45c22,AA051610/T2A
🟢,"<a target=""_blank"" href=""https://huggingface.co/TheBloke/Llama-2-13B-fp16"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">TheBloke/Llama-2-13B-fp16</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_TheBloke__Llama-2-13B-fp16"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.63,59.3,82.15,55.67,37.39,pretrained,torch.float16,?,12.85,46,True,b2e65e8ad4bb35e5abaee0170ebd5fc2134a50bb,TheBloke/Llama-2-13B-fp16
🔶,"<a target=""_blank"" href=""https://huggingface.co/TaylorAI/Flash-Llama-13B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">TaylorAI/Flash-Llama-13B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_TaylorAI__Flash-Llama-13B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.63,59.3,82.15,55.67,37.39,fine-tuned,torch.float16,?,13.02,0,True,81b40096471a8980e3e1a8998f358bd363033783,TaylorAI/Flash-Llama-13B
🔶,"<a target=""_blank"" href=""https://huggingface.co/NewstaR/Starlight-13B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">NewstaR/Starlight-13B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_NewstaR__Starlight-13B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.63,59.3,82.15,55.67,37.39,fine-tuned,torch.float16,?,12.85,0,True,cb9fced568b1abd881133c642c427aaa488f00cc,NewstaR/Starlight-13B
🔶,"<a target=""_blank"" href=""https://huggingface.co/CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r16-q_k_v_o_gate_up_down"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r16-q_k_v_o_gate_up_down</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_CHIH-HUNG__llama-2-13b-FINETUNE4_3.8w-r16-q_k_v_o_gate_up_down"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.61,57.25,81.49,55.9,39.79,fine-tuned,torch.float16,?,12.85,0,True,a12fb5937e6904977e8123b0d5ef21283b6895d4,CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r16-q_k_v_o_gate_up_down
🔶,"<a target=""_blank"" href=""https://huggingface.co/CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r8-gate_up_down"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r8-gate_up_down</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_CHIH-HUNG__llama-2-13b-FINETUNE5_4w-r8-gate_up_down"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.61,57.17,82.15,54.88,40.23,fine-tuned,torch.float16,?,12.85,0,True,86adab5c098c9338e098a8e5b0188b0aa39b2478,CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r8-gate_up_down
🔶,"<a target=""_blank"" href=""https://huggingface.co/PocketDoc/Dans-MysteryModel-13b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">PocketDoc/Dans-MysteryModel-13b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_PocketDoc__Dans-MysteryModel-13b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",58.6,57.0,80.35,52.06,45.0,fine-tuned,torch.float16,?,13.02,0,True,c38a9df20162455b53eb35d38a9b67fb824559e8,PocketDoc/Dans-MysteryModel-13b
