T,Model,Average ⬆️,ARC,HellaSwag,MMLU,TruthfulQA,Type,Precision,Hub License,#Params (B),Hub ❤️,Available on the hub,Model sha,model_name_for_query
⭕,"<a target=""_blank"" href=""https://huggingface.co/garage-bAInd/Camel-Platypus2-70B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">garage-bAInd/Camel-Platypus2-70B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_garage-bAInd__Camel-Platypus2-70B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",71.66,71.25,87.61,69.65,58.15,instruction-tuned,torch.bfloat16,cc-by-nc-4.0,68.72,9,True,b9f8de09ab860ee8ba570db7227c5444020ea056,garage-bAInd/Camel-Platypus2-70B
🔶,"<a target=""_blank"" href=""https://huggingface.co/migtissera/Synthia-70B-v1.2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">migtissera/Synthia-70B-v1.2</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_migtissera__Synthia-70B-v1.2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",71.56,70.48,86.98,70.13,58.64,fine-tuned,torch.float16,llama2,68.72,11,True,9b92ee1093b125035ba1649dca6f4ceb9d86a656,migtissera/Synthia-70B-v1.2
🔶,"<a target=""_blank"" href=""https://huggingface.co/lloorree/jfdslijsijdgis"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">lloorree/jfdslijsijdgis</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_lloorree__jfdslijsijdgis"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",71.55,69.62,87.31,70.0,59.25,fine-tuned,torch.float16,cc-by-nc-4.0,68.72,0,False,1e67eaa4ef618a5a0d8c52e5e107635c706b34c5,lloorree/jfdslijsijdgis
⭕,"<a target=""_blank"" href=""https://huggingface.co/v2ray/LLaMA-2-Wizard-70B-QLoRA"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">v2ray/LLaMA-2-Wizard-70B-QLoRA</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_v2ray__LLaMA-2-Wizard-70B-QLoRA"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",71.5,67.58,87.52,69.11,61.79,instruction-tuned,torch.float16,llama2,70.0,1,False,4bff676fe29f56d31961794c062aebc36312446e,v2ray/LLaMA-2-Wizard-70B-QLoRA
🔶,"<a target=""_blank"" href=""https://huggingface.co/TigerResearch/tigerbot-70b-chat"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">TigerResearch/tigerbot-70b-chat</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_TigerResearch__tigerbot-70b-chat"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",71.5,76.79,87.76,66.35,55.09,fine-tuned,torch.float16,apache-2.0,68.95,3,False,7e506c4a056821e5d151a0e46572cd74d04194be,TigerResearch/tigerbot-70b-chat
🔶,"<a target=""_blank"" href=""https://huggingface.co/quantumaikr/llama-2-70b-fb16-orca-chat-10k"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">quantumaikr/llama-2-70b-fb16-orca-chat-10k</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_quantumaikr__llama-2-70b-fb16-orca-chat-10k"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",71.48,68.09,87.07,69.21,61.56,fine-tuned,torch.float16,cc-by-nc-4.0,68.98,1,True,697aaeb8eb9905c9b25bebb736d1905444c774a6,quantumaikr/llama-2-70b-fb16-orca-chat-10k
?,"<a target=""_blank"" href=""https://huggingface.co/v2ray/LLaMA-2-Wizard-70B-QLoRA"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">v2ray/LLaMA-2-Wizard-70B-QLoRA</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_v2ray__LLaMA-2-Wizard-70B-QLoRA"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",71.48,67.75,87.5,68.96,61.72,,torch.bfloat16,llama2,70.0,1,False,4bff676fe29f56d31961794c062aebc36312446e,v2ray/LLaMA-2-Wizard-70B-QLoRA
🔶,"<a target=""_blank"" href=""https://huggingface.co/TigerResearch/tigerbot-70b-chat"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">TigerResearch/tigerbot-70b-chat</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_TigerResearch__tigerbot-70b-chat"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",71.45,76.79,87.83,66.08,55.1,fine-tuned,torch.bfloat16,apache-2.0,68.95,3,False,7e506c4a056821e5d151a0e46572cd74d04194be,TigerResearch/tigerbot-70b-chat
🔶,"<a target=""_blank"" href=""https://huggingface.co/stabilityai/StableBeluga2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">stabilityai/StableBeluga2</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_stabilityai__StableBeluga2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",71.42,71.08,86.37,68.79,59.44,fine-tuned,torch.float16,?,68.72,823,True,e4944caa6ece819413b140b8dcecea79fe7e22cf,stabilityai/StableBeluga2
🔶,"<a target=""_blank"" href=""https://huggingface.co/quantumaikr/llama-2-70b-fb16-guanaco-1k"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">quantumaikr/llama-2-70b-fb16-guanaco-1k</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_quantumaikr__llama-2-70b-fb16-guanaco-1k"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",71.41,70.48,87.33,70.25,57.56,fine-tuned,torch.float16,cc-by-nc-4.0,68.98,1,True,c317af1b593a4f91b0e79c7142ca75f1e8d65278,quantumaikr/llama-2-70b-fb16-guanaco-1k
?,"<a target=""_blank"" href=""https://huggingface.co/garage-bAInd/Camel-Platypus2-70B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">garage-bAInd/Camel-Platypus2-70B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_garage-bAInd__Camel-Platypus2-70B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",71.36,70.14,87.71,69.83,57.77,,8bit,cc-by-nc-4.0,68.72,9,True,6f958a1063fe1e6075f6e379fae621ff5a1d98c6,garage-bAInd/Camel-Platypus2-70B
🔶,"<a target=""_blank"" href=""https://huggingface.co/sequelbox/SharpBalance"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">sequelbox/SharpBalance</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_sequelbox__SharpBalance"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",71.36,69.28,87.59,69.51,59.05,fine-tuned,torch.float16,llama2,69.24,0,True,a87cb1756d7b7389cc5a6d4647cf53377e962aea,sequelbox/SharpBalance
🔶,"<a target=""_blank"" href=""https://huggingface.co/migtissera/Synthia-70B-v1.1"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">migtissera/Synthia-70B-v1.1</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_migtissera__Synthia-70B-v1.1"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",71.34,70.05,87.12,70.34,57.84,fine-tuned,torch.float16,llama2,68.72,6,True,05a13f6adfe95a713dff04dc2eaa214c77c2512a,migtissera/Synthia-70B-v1.1
🔶,"<a target=""_blank"" href=""https://huggingface.co/migtissera/Synthia-70B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">migtissera/Synthia-70B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_migtissera__Synthia-70B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",71.32,69.45,87.11,68.91,59.79,fine-tuned,torch.float16,llama2,68.72,7,True,d63dfdd0baed756981f5f78f7419fd822c572362,migtissera/Synthia-70B
⭕,"<a target=""_blank"" href=""https://huggingface.co/elinas/chronos007-70b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">elinas/chronos007-70b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_elinas__chronos007-70b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",71.16,70.14,87.52,69.33,57.65,instruction-tuned,torch.bfloat16,cc-by-nc-4.0,68.98,0,True,c775f87a56f00725de4263f8d527995d40f611c4,elinas/chronos007-70b
🔶,"<a target=""_blank"" href=""https://huggingface.co/lloorree/jfdslijsijdgis"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">lloorree/jfdslijsijdgis</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_lloorree__jfdslijsijdgis"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",70.99,69.62,86.95,69.17,58.2,fine-tuned,4bit,cc-by-nc-4.0,68.72,0,False,1e67eaa4ef618a5a0d8c52e5e107635c706b34c5,lloorree/jfdslijsijdgis
🔶,"<a target=""_blank"" href=""https://huggingface.co/psmathur/model_101"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">psmathur/model_101</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_psmathur__model_101"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",70.97,68.69,86.42,69.92,58.85,fine-tuned,torch.float16,?,68.72,0,True,884c53a64a3c5faf7b0706d36a587ca1532ed8f5,psmathur/model_101
🔶,"<a target=""_blank"" href=""https://huggingface.co/augtoma/qCammel-70-x"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">augtoma/qCammel-70-x</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_augtoma__qCammel-70-x"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",70.97,68.34,87.87,70.18,57.47,fine-tuned,torch.float16,other,68.72,20,True,cf1e917e42fd1e56ee1edef7ee1a98cbe705c18c,augtoma/qCammel-70-x
🔶,"<a target=""_blank"" href=""https://huggingface.co/augtoma/qCammel70"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">augtoma/qCammel70</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_augtoma__qCammel70"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",70.97,68.34,87.87,70.18,57.47,fine-tuned,torch.float16,other,68.72,20,True,cf1e917e42fd1e56ee1edef7ee1a98cbe705c18c,augtoma/qCammel70
🔶,"<a target=""_blank"" href=""https://huggingface.co/augtoma/qCammel-70"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">augtoma/qCammel-70</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_augtoma__qCammel-70"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",70.97,68.34,87.87,70.18,57.47,fine-tuned,torch.float16,other,68.72,20,True,cf1e917e42fd1e56ee1edef7ee1a98cbe705c18c,augtoma/qCammel-70
🔶,"<a target=""_blank"" href=""https://huggingface.co/augtoma/qCammel-70v1"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">augtoma/qCammel-70v1</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_augtoma__qCammel-70v1"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",70.97,68.34,87.87,70.18,57.47,fine-tuned,torch.float16,other,68.72,20,True,cf1e917e42fd1e56ee1edef7ee1a98cbe705c18c,augtoma/qCammel-70v1
🔶,"<a target=""_blank"" href=""https://huggingface.co/augtoma/qCammel-70x"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">augtoma/qCammel-70x</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_augtoma__qCammel-70x"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",70.97,68.34,87.87,70.18,57.47,fine-tuned,torch.float16,other,68.72,20,True,cf1e917e42fd1e56ee1edef7ee1a98cbe705c18c,augtoma/qCammel-70x
🔶,"<a target=""_blank"" href=""https://huggingface.co/lloorree/kssht-castor-70b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">lloorree/kssht-castor-70b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_lloorree__kssht-castor-70b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",70.94,69.54,87.53,70.38,56.31,fine-tuned,torch.float16,cc-by-nc-4.0,70.0,0,False,e49a6bdc5e6024fb0e60dbba4601b346b4369377,lloorree/kssht-castor-70b
🔶,"<a target=""_blank"" href=""https://huggingface.co/jondurbin/airoboros-l2-70b-gpt4-1.4.1"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">jondurbin/airoboros-l2-70b-gpt4-1.4.1</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_jondurbin__airoboros-l2-70b-gpt4-1.4.1"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",70.93,70.39,87.82,70.31,55.2,fine-tuned,torch.float16,other,68.72,46,True,ea98153fa721ed7110c77e73388e3b6f3996f2bb,jondurbin/airoboros-l2-70b-gpt4-1.4.1
🔶,"<a target=""_blank"" href=""https://huggingface.co/Doctor-Shotgun/mythospice-70b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Doctor-Shotgun/mythospice-70b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Doctor-Shotgun__mythospice-70b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",70.92,69.28,87.53,70.1,56.76,fine-tuned,torch.float16,?,68.72,1,True,b00992c26604c9cd496bc41472a05e4c01cd2008,Doctor-Shotgun/mythospice-70b
🔶,"<a target=""_blank"" href=""https://huggingface.co/lloorree/kssht-euripedes-70b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">lloorree/kssht-euripedes-70b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_lloorree__kssht-euripedes-70b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",70.83,69.8,87.59,70.43,55.51,fine-tuned,torch.float16,cc-by-nc-4.0,70.0,0,False,04ae5f2187697a7e9a2d57f327a7131f23d3e927,lloorree/kssht-euripedes-70b
🔶,"<a target=""_blank"" href=""https://huggingface.co/dfurman/llama-2-70b-dolphin-peft"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">dfurman/llama-2-70b-dolphin-peft</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_dfurman__llama-2-70b-dolphin-peft"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",70.76,69.62,86.82,69.18,57.43,fine-tuned,torch.float16,llama2,70.0,11,False,a1190dee60b5854e80d340958dc3cc956bc56f68,dfurman/llama-2-70b-dolphin-peft
🔶,"<a target=""_blank"" href=""https://huggingface.co/migtissera/Synthia-70B-v1.2b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">migtissera/Synthia-70B-v1.2b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_migtissera__Synthia-70B-v1.2b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",70.71,68.77,87.57,68.81,57.69,fine-tuned,torch.float16,llama2,68.72,6,True,7b687d6e4101b8bb8cc4062f8a318d639098a55d,migtissera/Synthia-70B-v1.2b
🔶,"<a target=""_blank"" href=""https://huggingface.co/Doctor-Shotgun/mythospice-limarp-70b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Doctor-Shotgun/mythospice-limarp-70b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Doctor-Shotgun__mythospice-limarp-70b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",70.66,69.2,87.46,70.14,55.86,fine-tuned,torch.float16,agpl-3.0,68.72,0,True,ff29fed2a33fc050fd20d0e25b5b23c4a101b074,Doctor-Shotgun/mythospice-limarp-70b
?,"<a target=""_blank"" href=""https://huggingface.co/jondurbin/airoboros-l2-70b-2.1"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">jondurbin/airoboros-l2-70b-2.1</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_jondurbin__airoboros-l2-70b-2.1"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",70.66,70.65,86.81,69.17,56.0,,torch.bfloat16,llama2,68.72,33,True,b512d6cc06dcc41201e564fd4ca78cd6f8e8e6da,jondurbin/airoboros-l2-70b-2.1
🔶,"<a target=""_blank"" href=""https://huggingface.co/TheBloke/llama-2-70b-Guanaco-QLoRA-fp16"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">TheBloke/llama-2-70b-Guanaco-QLoRA-fp16</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_TheBloke__llama-2-70b-Guanaco-QLoRA-fp16"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",70.63,68.26,88.32,70.23,55.69,fine-tuned,torch.float16,other,68.72,52,True,54b0e39d5e9aee7b323f50b0a26db15295c3d5c9,TheBloke/llama-2-70b-Guanaco-QLoRA-fp16
